id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,nama_bank,jumlah_pembayaran,satuan,tahun
431,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PERMATA,0,RUPIAH,2017
432,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,NIAGA,7960000,RUPIAH,2017
433,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,NIAGA,1026900,RUPIAH,2017
434,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,NIAGA,0,RUPIAH,2017
435,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BJB,41624900,RUPIAH,2017
436,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BCA,47866000,RUPIAH,2017
437,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BNI,53722100,RUPIAH,2017
438,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BRI,26146800,RUPIAH,2017
439,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PERMATA,0,RUPIAH,2017
440,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,NIAGA,4887800,RUPIAH,2017
441,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BJB,179609700,RUPIAH,2017
442,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BCA,0,RUPIAH,2017
443,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BNI,22313000,RUPIAH,2017
444,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BRI,0,RUPIAH,2017
445,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PERMATA,0,RUPIAH,2017
446,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,NIAGA,0,RUPIAH,2017
447,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BJB,445205300,RUPIAH,2017
448,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BJB,86715400,RUPIAH,2017
449,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BCA,0,RUPIAH,2017
450,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BCA,0,RUPIAH,2017
451,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BNI,14080000,RUPIAH,2017
452,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BNI,1415600,RUPIAH,2017
453,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BRI,0,RUPIAH,2017
454,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BRI,0,RUPIAH,2017
455,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PERMATA,0,RUPIAH,2017
456,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PERMATA,0,RUPIAH,2017
457,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,NIAGA,0,RUPIAH,2017
458,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,NIAGA,0,RUPIAH,2017
459,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BJB,171924300,RUPIAH,2017
460,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BCA,123791800,RUPIAH,2017
461,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BNI,118563000,RUPIAH,2017
462,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BRI,16266100,RUPIAH,2017
463,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PERMATA,0,RUPIAH,2017
464,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,NIAGA,276600,RUPIAH,2017
465,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BJB,189107900,RUPIAH,2017
466,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BCA,42362000,RUPIAH,2017
467,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BNI,50442300,RUPIAH,2017
468,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BRI,52390200,RUPIAH,2017
469,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PERMATA,0,RUPIAH,2017
470,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,NIAGA,168000,RUPIAH,2017
471,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BJB,38153900,RUPIAH,2017
472,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BCA,1398400,RUPIAH,2017
473,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BNI,11050600,RUPIAH,2017
474,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BRI,8711600,RUPIAH,2017
475,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PERMATA,0,RUPIAH,2017
476,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,NIAGA,0,RUPIAH,2017
477,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BJB,4802171500,RUPIAH,2018
478,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BCA,1227153700,RUPIAH,2018
479,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BNI,0,RUPIAH,2018
480,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BRI,98537200,RUPIAH,2018
481,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PERMATA,417123700,RUPIAH,2018
482,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),NIAGA,3059356900,RUPIAH,2018
483,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BJB,1795120000,RUPIAH,2018
484,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BJB,574320800,RUPIAH,2018
485,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BCA,108983000,RUPIAH,2018
486,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BCA,20345200,RUPIAH,2018
487,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BNI,0,RUPIAH,2018
488,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BNI,0,RUPIAH,2018
489,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BRI,13536300,RUPIAH,2018
490,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BRI,4307300,RUPIAH,2018
491,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PERMATA,52727300,RUPIAH,2018
492,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PERMATA,2680300,RUPIAH,2018
493,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,NIAGA,1619873400,RUPIAH,2018
494,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,NIAGA,546988000,RUPIAH,2018
495,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BJB,773694900,RUPIAH,2018
496,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BCA,138238500,RUPIAH,2018
497,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BNI,0,RUPIAH,2018
498,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BRI,6414700,RUPIAH,2018
499,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PERMATA,21430700,RUPIAH,2018
500,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,NIAGA,607611000,RUPIAH,2018
501,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BJB,1066429800,RUPIAH,2018
502,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BJB,12250757200,RUPIAH,2018
503,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BCA,261026200,RUPIAH,2018
504,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BCA,883799300,RUPIAH,2018
505,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BNI,0,RUPIAH,2018
506,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BNI,0,RUPIAH,2018
507,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BRI,50180000,RUPIAH,2018
508,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BRI,294079600,RUPIAH,2018
509,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PERMATA,136978600,RUPIAH,2018
510,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PERMATA,1446518100,RUPIAH,2018
511,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,NIAGA,618245000,RUPIAH,2018
512,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,NIAGA,9626360200,RUPIAH,2018
513,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BJB,1827668900,RUPIAH,2018
514,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BCA,138909200,RUPIAH,2018
515,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BNI,0,RUPIAH,2018
516,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BRI,22627200,RUPIAH,2018
517,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PERMATA,172263200,RUPIAH,2018
518,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,NIAGA,1493869300,RUPIAH,2018
519,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BJB,7345082600,RUPIAH,2018
520,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BCA,123091900,RUPIAH,2018
521,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BNI,0,RUPIAH,2018
522,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BRI,208322300,RUPIAH,2018
523,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PERMATA,54697000,RUPIAH,2018
524,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,NIAGA,6958971400,RUPIAH,2018
525,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BJB,908600600,RUPIAH,2018
526,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BCA,103273300,RUPIAH,2018
527,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BNI,0,RUPIAH,2018
528,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BRI,98374300,RUPIAH,2018
529,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PERMATA,27489900,RUPIAH,2018
530,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,NIAGA,679463100,RUPIAH,2018
531,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BJB,1259417700,RUPIAH,2018
532,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BCA,87977500,RUPIAH,2018
533,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BNI,0,RUPIAH,2018
534,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BRI,75942600,RUPIAH,2018
535,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PERMATA,65463300,RUPIAH,2018
536,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,NIAGA,1030034300,RUPIAH,2018
537,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BJB,2636815200,RUPIAH,2018
538,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BJB,310926900,RUPIAH,2018
539,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BCA,107680000,RUPIAH,2018
540,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BCA,31401400,RUPIAH,2018
541,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BNI,0,RUPIAH,2018
542,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BNI,0,RUPIAH,2018
543,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BRI,90206000,RUPIAH,2018
544,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BRI,4568600,RUPIAH,2018
545,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PERMATA,88822300,RUPIAH,2018
546,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PERMATA,13852100,RUPIAH,2018
547,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,NIAGA,2350106900,RUPIAH,2018
548,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,NIAGA,261104800,RUPIAH,2018
549,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BJB,2302799400,RUPIAH,2018
550,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BCA,47344800,RUPIAH,2018
551,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BNI,0,RUPIAH,2018
552,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BRI,16584900,RUPIAH,2018
553,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PERMATA,73340300,RUPIAH,2018
554,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,NIAGA,2165529400,RUPIAH,2018
555,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BJB,727530800,RUPIAH,2018
556,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BCA,45204500,RUPIAH,2018
557,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BNI,0,RUPIAH,2018
558,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BRI,11908800,RUPIAH,2018
559,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PERMATA,74189000,RUPIAH,2018
560,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,NIAGA,596228500,RUPIAH,2018
561,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BJB,291824400,RUPIAH,2018
562,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BJB,287723600,RUPIAH,2018
563,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BCA,36796900,RUPIAH,2018
564,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BCA,26053400,RUPIAH,2018
565,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BNI,0,RUPIAH,2018
566,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BNI,0,RUPIAH,2018
567,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BRI,10245200,RUPIAH,2018
568,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BRI,3430800,RUPIAH,2018
569,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PERMATA,29308100,RUPIAH,2018
570,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PERMATA,4759400,RUPIAH,2018
571,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,NIAGA,215474200,RUPIAH,2018
572,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,NIAGA,253480000,RUPIAH,2018
573,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BJB,1774186500,RUPIAH,2018
574,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BCA,114324100,RUPIAH,2018
575,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BNI,0,RUPIAH,2018
576,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BRI,49971900,RUPIAH,2018
577,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PERMATA,93894200,RUPIAH,2018
578,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,NIAGA,1515996300,RUPIAH,2018
579,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BJB,1994809400,RUPIAH,2018
580,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BCA,435960400,RUPIAH,2018
581,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BNI,0,RUPIAH,2018
582,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BRI,47965200,RUPIAH,2018
583,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PERMATA,262009000,RUPIAH,2018
584,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,NIAGA,1248874800,RUPIAH,2018
585,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BJB,14560987900,RUPIAH,2018
586,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BCA,1752744600,RUPIAH,2018
587,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BNI,0,RUPIAH,2018
588,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BRI,293063000,RUPIAH,2018
589,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PERMATA,851077400,RUPIAH,2018
590,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,NIAGA,11664102900,RUPIAH,2018
591,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BJB,10191965000,RUPIAH,2018
592,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BCA,0,RUPIAH,2018
593,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BNI,175000,RUPIAH,2018
594,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BRI,0,RUPIAH,2018
595,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PERMATA,444600,RUPIAH,2018
596,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,NIAGA,10191345400,RUPIAH,2018
597,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BJB,1500169100,RUPIAH,2018
598,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BCA,493705500,RUPIAH,2018
599,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BNI,0,RUPIAH,2018
600,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BRI,56589000,RUPIAH,2018
601,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PERMATA,148842000,RUPIAH,2018
602,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,NIAGA,801032600,RUPIAH,2018
603,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BJB,611234100,RUPIAH,2018
604,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BCA,26018400,RUPIAH,2018
605,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BNI,0,RUPIAH,2018
606,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BRI,2445800,RUPIAH,2018
607,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PERMATA,1580400,RUPIAH,2018
608,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,NIAGA,581189500,RUPIAH,2018
609,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BJB,1832297700,RUPIAH,2018
610,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BCA,943741600,RUPIAH,2018
611,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BNI,0,RUPIAH,2018
612,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BRI,34631900,RUPIAH,2018
613,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PERMATA,221385800,RUPIAH,2018
614,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,NIAGA,632538400,RUPIAH,2018
615,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BJB,608575200,RUPIAH,2018
616,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BCA,181633300,RUPIAH,2018
617,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BNI,0,RUPIAH,2018
618,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BRI,12022800,RUPIAH,2018
619,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PERMATA,66498000,RUPIAH,2018
620,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,NIAGA,348421100,RUPIAH,2018
621,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BJB,3087429700,RUPIAH,2018
622,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BJB,3164372800,RUPIAH,2018
623,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BJB,2969799500,RUPIAH,2018
624,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BCA,1565698800,RUPIAH,2018
625,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BCA,1154178100,RUPIAH,2018
626,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BCA,884453500,RUPIAH,2018
627,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BNI,0,RUPIAH,2018
628,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BNI,0,RUPIAH,2018
629,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BNI,192500,RUPIAH,2018
630,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BRI,61443600,RUPIAH,2018
631,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BRI,81792500,RUPIAH,2018
632,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BRI,117651700,RUPIAH,2018
633,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PERMATA,235892700,RUPIAH,2018
634,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PERMATA,351999300,RUPIAH,2018
635,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PERMATA,407222600,RUPIAH,2018
636,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,NIAGA,1224394600,RUPIAH,2018
637,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,NIAGA,1576402900,RUPIAH,2018
638,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,NIAGA,1560279200,RUPIAH,2018
639,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BJB,1163341200,RUPIAH,2018
640,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BCA,170142200,RUPIAH,2018
641,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BNI,0,RUPIAH,2018
642,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BRI,25818700,RUPIAH,2018
643,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PERMATA,52416100,RUPIAH,2018
644,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,NIAGA,914964200,RUPIAH,2018
645,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BJB,12900307700,RUPIAH,2018
646,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BCA,0,RUPIAH,2018
647,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BNI,0,RUPIAH,2018
648,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BRI,0,RUPIAH,2018
649,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PERMATA,21638300,RUPIAH,2018
650,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,NIAGA,12878669400,RUPIAH,2018
651,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BJB,9030189400,RUPIAH,2018
