id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,nama_bank,jumlah_pembayaran,satuan,tahun
210,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BRI,6788400,RUPIAH,2016
211,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PERMATA,0,RUPIAH,2016
212,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,NIAGA,0,RUPIAH,2016
213,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BJB,117591500,RUPIAH,2016
214,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BJB,160388600,RUPIAH,2016
215,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BJB,270216900,RUPIAH,2016
216,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BCA,129257400,RUPIAH,2016
217,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BCA,159728700,RUPIAH,2016
218,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BCA,143365200,RUPIAH,2016
219,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BNI,75962900,RUPIAH,2016
220,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BNI,204132600,RUPIAH,2016
221,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BNI,179990900,RUPIAH,2016
222,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BRI,44238600,RUPIAH,2016
223,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BRI,44265300,RUPIAH,2016
224,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BRI,72137300,RUPIAH,2016
225,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PERMATA,0,RUPIAH,2016
226,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PERMATA,0,RUPIAH,2016
227,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,PERMATA,0,RUPIAH,2016
228,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,NIAGA,7314900,RUPIAH,2016
229,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,NIAGA,5218800,RUPIAH,2016
230,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,NIAGA,1449900,RUPIAH,2016
231,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BJB,27957900,RUPIAH,2016
232,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BCA,18671100,RUPIAH,2016
233,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BNI,41051100,RUPIAH,2016
234,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,BRI,21648000,RUPIAH,2016
235,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,PERMATA,0,RUPIAH,2016
236,32,JAWA BARAT,3274,KOTA CIREBON,KOTA CIREBON,NIAGA,4649000,RUPIAH,2016
237,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BJB,69854700,RUPIAH,2016
238,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BCA,163935600,RUPIAH,2016
239,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BNI,102075100,RUPIAH,2016
240,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,BRI,25234700,RUPIAH,2016
241,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,PERMATA,0,RUPIAH,2016
242,32,JAWA BARAT,3275,KOTA BEKASI,KOTA BEKASI,NIAGA,528600,RUPIAH,2016
243,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BJB,50309700,RUPIAH,2016
244,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BJB,104794900,RUPIAH,2016
245,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BCA,110058200,RUPIAH,2016
246,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BCA,128179200,RUPIAH,2016
247,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BNI,51097000,RUPIAH,2016
248,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BNI,37016300,RUPIAH,2016
249,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,BRI,19182900,RUPIAH,2016
250,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,BRI,13293400,RUPIAH,2016
251,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,PERMATA,0,RUPIAH,2016
252,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,PERMATA,0,RUPIAH,2016
253,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,NIAGA,0,RUPIAH,2016
254,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,NIAGA,0,RUPIAH,2016
255,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BJB,87284100,RUPIAH,2016
256,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BCA,63262600,RUPIAH,2016
257,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BNI,55724900,RUPIAH,2016
258,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,BRI,26095400,RUPIAH,2016
259,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,PERMATA,0,RUPIAH,2016
260,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,NIAGA,4926300,RUPIAH,2016
261,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BJB,24921300,RUPIAH,2016
262,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BCA,47754000,RUPIAH,2016
263,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BNI,24225000,RUPIAH,2016
264,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,BRI,10699900,RUPIAH,2016
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,PERMATA,0,RUPIAH,2016
266,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,NIAGA,210000,RUPIAH,2016
267,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BJB,28633000,RUPIAH,2016
268,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BCA,323800,RUPIAH,2016
269,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BNI,1771000,RUPIAH,2016
270,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,BRI,3565800,RUPIAH,2016
271,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,PERMATA,0,RUPIAH,2016
272,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,NIAGA,0,RUPIAH,2016
273,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BJB,144450900,RUPIAH,2017
274,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BCA,438618600,RUPIAH,2017
275,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BNI,258946600,RUPIAH,2017
276,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),BRI,154695300,RUPIAH,2017
277,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),PERMATA,5516100,RUPIAH,2017
278,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),NIAGA,0,RUPIAH,2017
279,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BJB,62344600,RUPIAH,2017
280,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BJB,16020000,RUPIAH,2017
281,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BCA,44104200,RUPIAH,2017
282,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BCA,8518400,RUPIAH,2017
283,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BNI,42875800,RUPIAH,2017
284,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BNI,4418100,RUPIAH,2017
285,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,BRI,11762600,RUPIAH,2017
286,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,BRI,1458300,RUPIAH,2017
287,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,PERMATA,0,RUPIAH,2017
288,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,PERMATA,0,RUPIAH,2017
289,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,NIAGA,2422900,RUPIAH,2017
290,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,NIAGA,0,RUPIAH,2017
291,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BJB,36585200,RUPIAH,2017
292,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BCA,41953900,RUPIAH,2017
293,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BNI,19074700,RUPIAH,2017
294,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,BRI,12022500,RUPIAH,2017
295,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,PERMATA,0,RUPIAH,2017
296,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,NIAGA,365800,RUPIAH,2017
297,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BJB,115184900,RUPIAH,2017
298,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BJB,185184000,RUPIAH,2017
299,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BCA,66285400,RUPIAH,2017
300,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BCA,82278600,RUPIAH,2017
301,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BNI,79627400,RUPIAH,2017
302,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BNI,72027000,RUPIAH,2017
303,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,BRI,44185000,RUPIAH,2017
304,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,BRI,200889600,RUPIAH,2017
305,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,PERMATA,216000,RUPIAH,2017
306,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,PERMATA,4046100,RUPIAH,2017
307,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,NIAGA,189000,RUPIAH,2017
308,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,NIAGA,2466700,RUPIAH,2017
309,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BJB,589798100,RUPIAH,2017
310,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BCA,95431300,RUPIAH,2017
311,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BNI,58217700,RUPIAH,2017
312,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,BRI,38744700,RUPIAH,2017
313,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,PERMATA,0,RUPIAH,2017
314,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,NIAGA,0,RUPIAH,2017
315,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BJB,595259000,RUPIAH,2017
316,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BCA,33021900,RUPIAH,2017
317,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BNI,57366800,RUPIAH,2017
318,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,BRI,379337800,RUPIAH,2017
319,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,PERMATA,0,RUPIAH,2017
320,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,NIAGA,0,RUPIAH,2017
321,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BJB,823330500,RUPIAH,2017
322,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BCA,51941500,RUPIAH,2017
323,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BNI,59904300,RUPIAH,2017
324,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,BRI,243196900,RUPIAH,2017
325,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,PERMATA,0,RUPIAH,2017
326,32,JAWA BARAT,3207,KABUPATEN CIAMIS,KABUPATEN CIAMIS I,NIAGA,0,RUPIAH,2017
327,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BJB,210479100,RUPIAH,2017
328,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BCA,18202500,RUPIAH,2017
329,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BNI,24263300,RUPIAH,2017
330,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,BRI,84111200,RUPIAH,2017
331,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,PERMATA,0,RUPIAH,2017
332,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,KABUPATEN KUNINGAN,NIAGA,5649100,RUPIAH,2017
333,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BJB,90696600,RUPIAH,2017
334,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BJB,69850300,RUPIAH,2017
335,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BCA,25110400,RUPIAH,2017
336,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BCA,9197500,RUPIAH,2017
337,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BNI,60830400,RUPIAH,2017
338,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BNI,19379800,RUPIAH,2017
339,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,BRI,40914300,RUPIAH,2017
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,BRI,3533900,RUPIAH,2017
341,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,PERMATA,0,RUPIAH,2017
342,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,PERMATA,0,RUPIAH,2017
343,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON I SBR,NIAGA,0,RUPIAH,2017
344,32,JAWA BARAT,3209,KABUPATEN CIREBON,KABUPATEN CIREBON II CLDG,NIAGA,0,RUPIAH,2017
345,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BJB,546135500,RUPIAH,2017
346,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BCA,6004500,RUPIAH,2017
347,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BNI,104568600,RUPIAH,2017
348,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,BRI,19586100,RUPIAH,2017
349,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,PERMATA,0,RUPIAH,2017
350,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,KABUPATEN MAJALENGKA,NIAGA,309800,RUPIAH,2017
351,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BJB,94511300,RUPIAH,2017
352,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BCA,10844500,RUPIAH,2017
353,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BNI,48718200,RUPIAH,2017
354,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,BRI,14610900,RUPIAH,2017
355,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,PERMATA,0,RUPIAH,2017
356,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,NIAGA,360500,RUPIAH,2017
357,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BJB,39965000,RUPIAH,2017
358,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BJB,11306600,RUPIAH,2017
359,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BCA,12581300,RUPIAH,2017
360,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BCA,894300,RUPIAH,2017
361,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BNI,17887200,RUPIAH,2017
362,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BNI,2802800,RUPIAH,2017
363,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,BRI,7190200,RUPIAH,2017
364,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,BRI,1711400,RUPIAH,2017
365,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,PERMATA,2462300,RUPIAH,2017
366,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,PERMATA,0,RUPIAH,2017
367,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,NIAGA,0,RUPIAH,2017
368,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,NIAGA,0,RUPIAH,2017
369,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BJB,471898200,RUPIAH,2017
370,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BCA,65942200,RUPIAH,2017
371,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BNI,70230300,RUPIAH,2017
372,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,BRI,45060200,RUPIAH,2017
373,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,PERMATA,0,RUPIAH,2017
374,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,NIAGA,0,RUPIAH,2017
375,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BJB,614054600,RUPIAH,2017
376,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BCA,94640800,RUPIAH,2017
377,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BNI,131041900,RUPIAH,2017
378,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,BRI,34996800,RUPIAH,2017
379,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,PERMATA,0,RUPIAH,2017
380,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,NIAGA,0,RUPIAH,2017
381,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BJB,269692000,RUPIAH,2017
382,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BCA,93734100,RUPIAH,2017
383,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BNI,152449600,RUPIAH,2017
384,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,BRI,86772100,RUPIAH,2017
385,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,PERMATA,2296900,RUPIAH,2017
386,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,NIAGA,0,RUPIAH,2017
387,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BJB,521738700,RUPIAH,2017
388,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BCA,0,RUPIAH,2017
389,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BNI,2826400,RUPIAH,2017
390,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,BRI,0,RUPIAH,2017
391,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,PERMATA,0,RUPIAH,2017
392,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,NIAGA,0,RUPIAH,2017
393,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BJB,326287200,RUPIAH,2017
394,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BCA,94955100,RUPIAH,2017
395,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BNI,53427900,RUPIAH,2017
396,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,BRI,31931100,RUPIAH,2017
397,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,PERMATA,0,RUPIAH,2017
398,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,NIAGA,0,RUPIAH,2017
399,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BJB,54989600,RUPIAH,2017
400,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BCA,1067600,RUPIAH,2017
401,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BNI,554900,RUPIAH,2017
402,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,BRI,4934600,RUPIAH,2017
403,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,PERMATA,0,RUPIAH,2017
404,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,NIAGA,0,RUPIAH,2017
405,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BJB,113457500,RUPIAH,2017
406,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BCA,338503900,RUPIAH,2017
407,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BNI,143415300,RUPIAH,2017
408,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,BRI,38662800,RUPIAH,2017
409,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,PERMATA,1984500,RUPIAH,2017
410,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,NIAGA,0,RUPIAH,2017
411,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BJB,168010800,RUPIAH,2017
412,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BCA,156159000,RUPIAH,2017
413,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BNI,105758000,RUPIAH,2017
414,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,BRI,7448300,RUPIAH,2017
415,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,PERMATA,0,RUPIAH,2017
416,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,NIAGA,536800,RUPIAH,2017
417,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BJB,186868300,RUPIAH,2017
418,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BJB,327903800,RUPIAH,2017
419,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BJB,478274800,RUPIAH,2017
420,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BCA,405932600,RUPIAH,2017
421,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BCA,351668600,RUPIAH,2017
422,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BCA,298951200,RUPIAH,2017
423,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BNI,144698500,RUPIAH,2017
424,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BNI,233851700,RUPIAH,2017
425,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BNI,282283800,RUPIAH,2017
426,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,BRI,48897800,RUPIAH,2017
427,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,BRI,85135700,RUPIAH,2017
428,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,BRI,96600500,RUPIAH,2017
429,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,PERMATA,472600,RUPIAH,2017
430,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,PERMATA,0,RUPIAH,2017
