id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,jenis_kendaraan,fungsi_kendaraan,jumlah_kendaraan,satuan,tahun
956,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"BUS, MICROBUS",DINAS,0,UNIT,2014
957,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"BUS, MICROBUS",UMUM,14,UNIT,2014
958,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"TRUCK, PICK UP",PRIBADI,1778,UNIT,2014
959,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"TRUCK, PICK UP",DINAS,6,UNIT,2014
960,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"TRUCK, PICK UP",UMUM,21,UNIT,2014
961,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"TRUCK, PICK UP",PRIBADI,889,UNIT,2014
962,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"TRUCK, PICK UP",DINAS,13,UNIT,2014
963,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"TRUCK, PICK UP",UMUM,12,UNIT,2014
964,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,ALAT BERAT,PRIBADI,1,UNIT,2014
965,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,ALAT BERAT,DINAS,0,UNIT,2014
966,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,ALAT BERAT,UMUM,0,UNIT,2014
967,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,ALAT BERAT,PRIBADI,0,UNIT,2014
968,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,ALAT BERAT,DINAS,0,UNIT,2014
969,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,ALAT BERAT,UMUM,0,UNIT,2014
970,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"SEPEDA MOTOR, SCOOTER",PRIBADI,135721,UNIT,2014
971,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"SEPEDA MOTOR, SCOOTER",DINAS,89,UNIT,2014
972,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK I,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
973,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"SEPEDA MOTOR, SCOOTER",PRIBADI,64740,UNIT,2014
974,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"SEPEDA MOTOR, SCOOTER",DINAS,75,UNIT,2014
975,32,JAWA BARAT,3276,KOTA DEPOK,KOTA DEPOK II CINERE,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
976,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEDAN, JEEP, MINIBUS",PRIBADI,2087,UNIT,2014
977,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEDAN, JEEP, MINIBUS",DINAS,18,UNIT,2014
978,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEDAN, JEEP, MINIBUS",UMUM,128,UNIT,2014
979,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"BUS, MICROBUS",PRIBADI,34,UNIT,2014
980,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"BUS, MICROBUS",DINAS,2,UNIT,2014
981,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"BUS, MICROBUS",UMUM,11,UNIT,2014
982,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"TRUCK, PICK UP",PRIBADI,786,UNIT,2014
983,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"TRUCK, PICK UP",DINAS,6,UNIT,2014
984,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"TRUCK, PICK UP",UMUM,39,UNIT,2014
985,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,ALAT BERAT,PRIBADI,0,UNIT,2014
986,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,ALAT BERAT,DINAS,0,UNIT,2014
987,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,ALAT BERAT,UMUM,0,UNIT,2014
988,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEPEDA MOTOR, SCOOTER",PRIBADI,34059,UNIT,2014
989,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEPEDA MOTOR, SCOOTER",DINAS,94,UNIT,2014
990,32,JAWA BARAT,3277,KOTA CIMAHI,KOTA CIMAHI,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
991,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEDAN, JEEP, MINIBUS",PRIBADI,1320,UNIT,2014
992,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEDAN, JEEP, MINIBUS",DINAS,11,UNIT,2014
993,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEDAN, JEEP, MINIBUS",UMUM,113,UNIT,2014
994,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"BUS, MICROBUS",PRIBADI,14,UNIT,2014
995,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"BUS, MICROBUS",DINAS,3,UNIT,2014
996,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"BUS, MICROBUS",UMUM,37,UNIT,2014
997,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"TRUCK, PICK UP",PRIBADI,1096,UNIT,2014
998,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"TRUCK, PICK UP",DINAS,25,UNIT,2014
999,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"TRUCK, PICK UP",UMUM,171,UNIT,2014
1000,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,ALAT BERAT,PRIBADI,0,UNIT,2014
1001,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,ALAT BERAT,DINAS,0,UNIT,2014
1002,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,ALAT BERAT,UMUM,0,UNIT,2014
1003,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEPEDA MOTOR, SCOOTER",PRIBADI,31914,UNIT,2014
1004,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEPEDA MOTOR, SCOOTER",DINAS,186,UNIT,2014
1005,32,JAWA BARAT,3278,KOTA TASIKMALAYA,KOTA TASIKMALAYA,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
1006,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEDAN, JEEP, MINIBUS",PRIBADI,170,UNIT,2014
1007,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEDAN, JEEP, MINIBUS",DINAS,9,UNIT,2014
1008,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEDAN, JEEP, MINIBUS",UMUM,20,UNIT,2014
1009,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"BUS, MICROBUS",PRIBADI,3,UNIT,2014
1010,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"BUS, MICROBUS",DINAS,2,UNIT,2014
1011,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"BUS, MICROBUS",UMUM,2,UNIT,2014
1012,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"TRUCK, PICK UP",PRIBADI,259,UNIT,2014
1013,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"TRUCK, PICK UP",DINAS,5,UNIT,2014
1014,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"TRUCK, PICK UP",UMUM,39,UNIT,2014
1015,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,ALAT BERAT,PRIBADI,0,UNIT,2014
1016,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,ALAT BERAT,DINAS,0,UNIT,2014
1017,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,ALAT BERAT,UMUM,0,UNIT,2014
1018,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEPEDA MOTOR, SCOOTER",PRIBADI,8819,UNIT,2014
1019,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEPEDA MOTOR, SCOOTER",DINAS,64,UNIT,2014
1020,32,JAWA BARAT,3279,KOTA BANJAR,KOTA BANJAR,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
1021,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEDAN, JEEP, MINIBUS",PRIBADI,8384,UNIT,2015
1022,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEDAN, JEEP, MINIBUS",DINAS,67,UNIT,2015
1023,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEDAN, JEEP, MINIBUS",UMUM,1904,UNIT,2015
1024,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"BUS, MICROBUS",PRIBADI,67,UNIT,2015
1025,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"BUS, MICROBUS",DINAS,17,UNIT,2015
1026,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"BUS, MICROBUS",UMUM,87,UNIT,2015
1027,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"TRUCK, PICK UP",PRIBADI,6147,UNIT,2015
1028,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"TRUCK, PICK UP",DINAS,93,UNIT,2015
1029,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"TRUCK, PICK UP",UMUM,414,UNIT,2015
1030,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),ALAT BERAT,PRIBADI,0,UNIT,2015
1031,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),ALAT BERAT,DINAS,0,UNIT,2015
1032,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),ALAT BERAT,UMUM,0,UNIT,2015
1033,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEPEDA MOTOR, SCOOTER",PRIBADI,356095,UNIT,2015
1034,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEPEDA MOTOR, SCOOTER",DINAS,922,UNIT,2015
1035,32,JAWA BARAT,3201,KABUPATEN BOGOR,KABUPATEN BOGOR (CIBINONG),"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1036,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEDAN, JEEP, MINIBUS",PRIBADI,1373,UNIT,2015
1037,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEDAN, JEEP, MINIBUS",DINAS,1,UNIT,2015
1038,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEDAN, JEEP, MINIBUS",UMUM,643,UNIT,2015
1039,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEDAN, JEEP, MINIBUS",PRIBADI,466,UNIT,2015
1040,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEDAN, JEEP, MINIBUS",DINAS,61,UNIT,2015
1041,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEDAN, JEEP, MINIBUS",UMUM,135,UNIT,2015
1042,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"BUS, MICROBUS",PRIBADI,5,UNIT,2015
1043,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"BUS, MICROBUS",DINAS,0,UNIT,2015
1044,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"BUS, MICROBUS",UMUM,23,UNIT,2015
1045,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"BUS, MICROBUS",PRIBADI,6,UNIT,2015
1046,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"BUS, MICROBUS",DINAS,3,UNIT,2015
1047,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"BUS, MICROBUS",UMUM,29,UNIT,2015
1048,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"TRUCK, PICK UP",PRIBADI,2506,UNIT,2015
1049,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"TRUCK, PICK UP",DINAS,9,UNIT,2015
1050,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"TRUCK, PICK UP",UMUM,56,UNIT,2015
1051,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"TRUCK, PICK UP",PRIBADI,1498,UNIT,2015
1052,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"TRUCK, PICK UP",DINAS,30,UNIT,2015
1053,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"TRUCK, PICK UP",UMUM,19,UNIT,2015
1054,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,ALAT BERAT,PRIBADI,0,UNIT,2015
1055,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,ALAT BERAT,DINAS,0,UNIT,2015
1056,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,ALAT BERAT,UMUM,0,UNIT,2015
1057,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,ALAT BERAT,PRIBADI,0,UNIT,2015
1058,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,ALAT BERAT,DINAS,0,UNIT,2015
1059,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,ALAT BERAT,UMUM,0,UNIT,2015
1060,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEPEDA MOTOR, SCOOTER",PRIBADI,74825,UNIT,2015
1061,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEPEDA MOTOR, SCOOTER",DINAS,1,UNIT,2015
1062,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI I CBDK,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1063,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEPEDA MOTOR, SCOOTER",PRIBADI,37758,UNIT,2015
1064,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEPEDA MOTOR, SCOOTER",DINAS,1004,UNIT,2015
1065,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,KABUPATEN SUKABUMI II P.RATU,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1066,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEDAN, JEEP, MINIBUS",PRIBADI,1504,UNIT,2015
1067,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEDAN, JEEP, MINIBUS",DINAS,49,UNIT,2015
1068,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEDAN, JEEP, MINIBUS",UMUM,571,UNIT,2015
1069,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"BUS, MICROBUS",PRIBADI,6,UNIT,2015
1070,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"BUS, MICROBUS",DINAS,3,UNIT,2015
1071,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"BUS, MICROBUS",UMUM,106,UNIT,2015
1072,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"TRUCK, PICK UP",PRIBADI,3027,UNIT,2015
1073,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"TRUCK, PICK UP",DINAS,28,UNIT,2015
1074,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"TRUCK, PICK UP",UMUM,118,UNIT,2015
1075,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,ALAT BERAT,PRIBADI,0,UNIT,2015
1076,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,ALAT BERAT,DINAS,0,UNIT,2015
1077,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,ALAT BERAT,UMUM,0,UNIT,2015
1078,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEPEDA MOTOR, SCOOTER",PRIBADI,75189,UNIT,2015
1079,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEPEDA MOTOR, SCOOTER",DINAS,1036,UNIT,2015
1080,32,JAWA BARAT,3203,KABUPATEN CIANJUR,KABUPATEN CIANJUR,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1081,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEDAN, JEEP, MINIBUS",PRIBADI,2857,UNIT,2015
1082,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEDAN, JEEP, MINIBUS",DINAS,1,UNIT,2015
1083,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEDAN, JEEP, MINIBUS",UMUM,280,UNIT,2015
1084,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEDAN, JEEP, MINIBUS",PRIBADI,2839,UNIT,2015
1085,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEDAN, JEEP, MINIBUS",DINAS,106,UNIT,2015
1086,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEDAN, JEEP, MINIBUS",UMUM,294,UNIT,2015
1087,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"BUS, MICROBUS",PRIBADI,37,UNIT,2015
1088,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"BUS, MICROBUS",DINAS,0,UNIT,2015
1089,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"BUS, MICROBUS",UMUM,43,UNIT,2015
1090,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"BUS, MICROBUS",PRIBADI,53,UNIT,2015
1091,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"BUS, MICROBUS",DINAS,11,UNIT,2015
1092,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"BUS, MICROBUS",UMUM,79,UNIT,2015
1093,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"TRUCK, PICK UP",PRIBADI,2034,UNIT,2015
1094,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"TRUCK, PICK UP",DINAS,2,UNIT,2015
1095,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"TRUCK, PICK UP",UMUM,128,UNIT,2015
1096,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"TRUCK, PICK UP",PRIBADI,2210,UNIT,2015
1097,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"TRUCK, PICK UP",DINAS,34,UNIT,2015
1098,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"TRUCK, PICK UP",UMUM,243,UNIT,2015
1099,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,ALAT BERAT,PRIBADI,0,UNIT,2015
1100,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,ALAT BERAT,DINAS,0,UNIT,2015
1101,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,ALAT BERAT,UMUM,0,UNIT,2015
1102,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,ALAT BERAT,PRIBADI,0,UNIT,2015
1103,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,ALAT BERAT,DINAS,0,UNIT,2015
1104,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,ALAT BERAT,UMUM,0,UNIT,2015
1105,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEPEDA MOTOR, SCOOTER",PRIBADI,88733,UNIT,2015
1106,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEPEDA MOTOR, SCOOTER",DINAS,23,UNIT,2015
1107,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG I RC.EKEK,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1108,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEPEDA MOTOR, SCOOTER",PRIBADI,92311,UNIT,2015
1109,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEPEDA MOTOR, SCOOTER",DINAS,838,UNIT,2015
1110,32,JAWA BARAT,3204,KABUPATEN BANDUNG,KABUPATEN BANDUNG II SOREANG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1111,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEDAN, JEEP, MINIBUS",PRIBADI,1253,UNIT,2015
1112,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEDAN, JEEP, MINIBUS",DINAS,74,UNIT,2015
1113,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEDAN, JEEP, MINIBUS",UMUM,134,UNIT,2015
1114,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"BUS, MICROBUS",PRIBADI,16,UNIT,2015
1115,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"BUS, MICROBUS",DINAS,1,UNIT,2015
1116,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"BUS, MICROBUS",UMUM,77,UNIT,2015
1117,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"TRUCK, PICK UP",PRIBADI,2163,UNIT,2015
1118,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"TRUCK, PICK UP",DINAS,25,UNIT,2015
1119,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"TRUCK, PICK UP",UMUM,140,UNIT,2015
1120,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,ALAT BERAT,PRIBADI,0,UNIT,2015
1121,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,ALAT BERAT,DINAS,0,UNIT,2015
1122,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,ALAT BERAT,UMUM,0,UNIT,2015
1123,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEPEDA MOTOR, SCOOTER",PRIBADI,79094,UNIT,2015
1124,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEPEDA MOTOR, SCOOTER",DINAS,880,UNIT,2015
1125,32,JAWA BARAT,3205,KABUPATEN GARUT,KABUPATEN GARUT,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2015
1126,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"SEDAN, JEEP, MINIBUS",PRIBADI,644,UNIT,2015
1127,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"SEDAN, JEEP, MINIBUS",DINAS,55,UNIT,2015
1128,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"SEDAN, JEEP, MINIBUS",UMUM,104,UNIT,2015
1129,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"BUS, MICROBUS",PRIBADI,9,UNIT,2015
1130,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"BUS, MICROBUS",DINAS,3,UNIT,2015
1131,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"BUS, MICROBUS",UMUM,78,UNIT,2015
1132,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"TRUCK, PICK UP",PRIBADI,1196,UNIT,2015
1133,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"TRUCK, PICK UP",DINAS,17,UNIT,2015
1134,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,"TRUCK, PICK UP",UMUM,182,UNIT,2015
1135,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,ALAT BERAT,PRIBADI,0,UNIT,2015
1136,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,ALAT BERAT,DINAS,0,UNIT,2015
1137,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,KABUPATEN TASIKMALAYA,ALAT BERAT,UMUM,0,UNIT,2015
