id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,cabang_pelayanan,jenis_kendaraan,fungsi_kendaraan,jumlah_kendaraan,satuan,tahun
709,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"BUS, MICROBUS",PRIBADI,5,UNIT,2014
710,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"BUS, MICROBUS",DINAS,3,UNIT,2014
711,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"BUS, MICROBUS",UMUM,21,UNIT,2014
712,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"TRUCK, PICK UP",PRIBADI,763,UNIT,2014
713,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"TRUCK, PICK UP",DINAS,22,UNIT,2014
714,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"TRUCK, PICK UP",UMUM,88,UNIT,2014
715,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,ALAT BERAT,PRIBADI,0,UNIT,2014
716,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,ALAT BERAT,DINAS,0,UNIT,2014
717,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,ALAT BERAT,UMUM,0,UNIT,2014
718,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"SEPEDA MOTOR, SCOOTER",PRIBADI,29865,UNIT,2014
719,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"SEPEDA MOTOR, SCOOTER",DINAS,353,UNIT,2014
720,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,KABUPATEN SUMEDANG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
721,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEDAN, JEEP, MINIBUS",PRIBADI,1004,UNIT,2014
722,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEDAN, JEEP, MINIBUS",DINAS,80,UNIT,2014
723,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEDAN, JEEP, MINIBUS",UMUM,80,UNIT,2014
724,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEDAN, JEEP, MINIBUS",PRIBADI,257,UNIT,2014
725,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEDAN, JEEP, MINIBUS",DINAS,0,UNIT,2014
726,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEDAN, JEEP, MINIBUS",UMUM,21,UNIT,2014
727,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"BUS, MICROBUS",PRIBADI,13,UNIT,2014
728,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"BUS, MICROBUS",DINAS,4,UNIT,2014
729,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"BUS, MICROBUS",UMUM,62,UNIT,2014
730,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"BUS, MICROBUS",PRIBADI,3,UNIT,2014
731,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"BUS, MICROBUS",DINAS,0,UNIT,2014
732,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"BUS, MICROBUS",UMUM,14,UNIT,2014
733,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"TRUCK, PICK UP",PRIBADI,1179,UNIT,2014
734,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"TRUCK, PICK UP",DINAS,12,UNIT,2014
735,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"TRUCK, PICK UP",UMUM,164,UNIT,2014
736,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"TRUCK, PICK UP",PRIBADI,619,UNIT,2014
737,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"TRUCK, PICK UP",DINAS,0,UNIT,2014
738,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"TRUCK, PICK UP",UMUM,78,UNIT,2014
739,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,ALAT BERAT,PRIBADI,0,UNIT,2014
740,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,ALAT BERAT,DINAS,0,UNIT,2014
741,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,ALAT BERAT,UMUM,0,UNIT,2014
742,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,ALAT BERAT,PRIBADI,0,UNIT,2014
743,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,ALAT BERAT,DINAS,0,UNIT,2014
744,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,ALAT BERAT,UMUM,0,UNIT,2014
745,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEPEDA MOTOR, SCOOTER",PRIBADI,48025,UNIT,2014
746,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEPEDA MOTOR, SCOOTER",DINAS,425,UNIT,2014
747,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU I,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
748,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEPEDA MOTOR, SCOOTER",PRIBADI,25511,UNIT,2014
749,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEPEDA MOTOR, SCOOTER",DINAS,0,UNIT,2014
750,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,KABUPATEN INDRAMAYU II HRGLS,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
751,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEDAN, JEEP, MINIBUS",PRIBADI,797,UNIT,2014
752,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEDAN, JEEP, MINIBUS",DINAS,54,UNIT,2014
753,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEDAN, JEEP, MINIBUS",UMUM,130,UNIT,2014
754,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"BUS, MICROBUS",PRIBADI,3,UNIT,2014
755,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"BUS, MICROBUS",DINAS,4,UNIT,2014
756,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"BUS, MICROBUS",UMUM,39,UNIT,2014
757,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"TRUCK, PICK UP",PRIBADI,1218,UNIT,2014
758,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"TRUCK, PICK UP",DINAS,41,UNIT,2014
759,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"TRUCK, PICK UP",UMUM,122,UNIT,2014
760,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,ALAT BERAT,PRIBADI,0,UNIT,2014
761,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,ALAT BERAT,DINAS,0,UNIT,2014
762,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,ALAT BERAT,UMUM,0,UNIT,2014
763,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEPEDA MOTOR, SCOOTER",PRIBADI,59590,UNIT,2014
764,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEPEDA MOTOR, SCOOTER",DINAS,312,UNIT,2014
765,32,JAWA BARAT,3213,KABUPATEN SUBANG,KABUPATEN SUBANG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
766,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEDAN, JEEP, MINIBUS",PRIBADI,1073,UNIT,2014
767,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEDAN, JEEP, MINIBUS",DINAS,50,UNIT,2014
768,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEDAN, JEEP, MINIBUS",UMUM,351,UNIT,2014
769,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"BUS, MICROBUS",PRIBADI,24,UNIT,2014
770,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"BUS, MICROBUS",DINAS,2,UNIT,2014
771,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"BUS, MICROBUS",UMUM,20,UNIT,2014
772,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"TRUCK, PICK UP",PRIBADI,977,UNIT,2014
773,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"TRUCK, PICK UP",DINAS,10,UNIT,2014
774,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"TRUCK, PICK UP",UMUM,117,UNIT,2014
775,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,ALAT BERAT,PRIBADI,0,UNIT,2014
776,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,ALAT BERAT,DINAS,0,UNIT,2014
777,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,ALAT BERAT,UMUM,0,UNIT,2014
778,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEPEDA MOTOR, SCOOTER",PRIBADI,41082,UNIT,2014
779,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEPEDA MOTOR, SCOOTER",DINAS,308,UNIT,2014
780,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,KABUPATEN PURWAKARTA,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
781,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEDAN, JEEP, MINIBUS",PRIBADI,2740,UNIT,2014
782,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEDAN, JEEP, MINIBUS",DINAS,240,UNIT,2014
783,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEDAN, JEEP, MINIBUS",UMUM,499,UNIT,2014
784,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"BUS, MICROBUS",PRIBADI,28,UNIT,2014
785,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"BUS, MICROBUS",DINAS,8,UNIT,2014
786,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"BUS, MICROBUS",UMUM,101,UNIT,2014
787,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"TRUCK, PICK UP",PRIBADI,2671,UNIT,2014
788,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"TRUCK, PICK UP",DINAS,27,UNIT,2014
789,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"TRUCK, PICK UP",UMUM,313,UNIT,2014
790,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,ALAT BERAT,PRIBADI,0,UNIT,2014
791,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,ALAT BERAT,DINAS,0,UNIT,2014
792,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,ALAT BERAT,UMUM,0,UNIT,2014
793,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEPEDA MOTOR, SCOOTER",PRIBADI,105844,UNIT,2014
794,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEPEDA MOTOR, SCOOTER",DINAS,336,UNIT,2014
795,32,JAWA BARAT,3215,KABUPATEN KARAWANG,KABUPATEN KARAWANG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
796,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEDAN, JEEP, MINIBUS",PRIBADI,12361,UNIT,2014
797,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEDAN, JEEP, MINIBUS",DINAS,114,UNIT,2014
798,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEDAN, JEEP, MINIBUS",UMUM,629,UNIT,2014
799,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"BUS, MICROBUS",PRIBADI,70,UNIT,2014
800,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"BUS, MICROBUS",DINAS,7,UNIT,2014
801,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"BUS, MICROBUS",UMUM,210,UNIT,2014
802,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"TRUCK, PICK UP",PRIBADI,4581,UNIT,2014
803,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"TRUCK, PICK UP",DINAS,49,UNIT,2014
804,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"TRUCK, PICK UP",UMUM,378,UNIT,2014
805,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,ALAT BERAT,PRIBADI,0,UNIT,2014
806,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,ALAT BERAT,DINAS,0,UNIT,2014
807,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,ALAT BERAT,UMUM,0,UNIT,2014
808,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEPEDA MOTOR, SCOOTER",PRIBADI,187093,UNIT,2014
809,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEPEDA MOTOR, SCOOTER",DINAS,194,UNIT,2014
810,32,JAWA BARAT,3216,KABUPATEN BEKASI,KABUPATEN BEKASI CKRG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
811,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEDAN, JEEP, MINIBUS",PRIBADI,3152,UNIT,2014
812,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEDAN, JEEP, MINIBUS",DINAS,42,UNIT,2014
813,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEDAN, JEEP, MINIBUS",UMUM,328,UNIT,2014
814,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"BUS, MICROBUS",PRIBADI,15,UNIT,2014
815,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"BUS, MICROBUS",DINAS,1,UNIT,2014
816,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"BUS, MICROBUS",UMUM,25,UNIT,2014
817,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"TRUCK, PICK UP",PRIBADI,2054,UNIT,2014
818,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"TRUCK, PICK UP",DINAS,12,UNIT,2014
819,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"TRUCK, PICK UP",UMUM,77,UNIT,2014
820,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,ALAT BERAT,PRIBADI,0,UNIT,2014
821,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,ALAT BERAT,DINAS,0,UNIT,2014
822,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,ALAT BERAT,UMUM,0,UNIT,2014
823,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEPEDA MOTOR, SCOOTER",PRIBADI,57787,UNIT,2014
824,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEPEDA MOTOR, SCOOTER",DINAS,135,UNIT,2014
825,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,KABUPATEN BANDUNG BARAT PDLG,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
826,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEDAN, JEEP, MINIBUS",PRIBADI,160,UNIT,2014
827,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEDAN, JEEP, MINIBUS",DINAS,0,UNIT,2014
828,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEDAN, JEEP, MINIBUS",UMUM,16,UNIT,2014
829,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"BUS, MICROBUS",PRIBADI,2,UNIT,2014
830,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"BUS, MICROBUS",DINAS,0,UNIT,2014
831,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"BUS, MICROBUS",UMUM,8,UNIT,2014
832,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"TRUCK, PICK UP",PRIBADI,322,UNIT,2014
833,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"TRUCK, PICK UP",DINAS,0,UNIT,2014
834,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"TRUCK, PICK UP",UMUM,44,UNIT,2014
835,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,ALAT BERAT,PRIBADI,0,UNIT,2014
836,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,ALAT BERAT,DINAS,0,UNIT,2014
837,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,ALAT BERAT,UMUM,0,UNIT,2014
838,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEPEDA MOTOR, SCOOTER",PRIBADI,7965,UNIT,2014
839,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEPEDA MOTOR, SCOOTER",DINAS,22,UNIT,2014
840,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,KABUPATEN PANGANDARAN,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
841,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEDAN, JEEP, MINIBUS",PRIBADI,6706,UNIT,2014
842,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEDAN, JEEP, MINIBUS",DINAS,42,UNIT,2014
843,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEDAN, JEEP, MINIBUS",UMUM,630,UNIT,2014
844,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"BUS, MICROBUS",PRIBADI,33,UNIT,2014
845,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"BUS, MICROBUS",DINAS,7,UNIT,2014
846,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"BUS, MICROBUS",UMUM,28,UNIT,2014
847,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"TRUCK, PICK UP",PRIBADI,1403,UNIT,2014
848,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"TRUCK, PICK UP",DINAS,37,UNIT,2014
849,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"TRUCK, PICK UP",UMUM,23,UNIT,2014
850,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,ALAT BERAT,PRIBADI,0,UNIT,2014
851,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,ALAT BERAT,DINAS,0,UNIT,2014
852,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,ALAT BERAT,UMUM,0,UNIT,2014
853,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEPEDA MOTOR, SCOOTER",PRIBADI,51385,UNIT,2014
854,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEPEDA MOTOR, SCOOTER",DINAS,208,UNIT,2014
855,32,JAWA BARAT,3271,KOTA BOGOR,KOTA BOGOR,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
856,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEDAN, JEEP, MINIBUS",PRIBADI,1221,UNIT,2014
857,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEDAN, JEEP, MINIBUS",DINAS,28,UNIT,2014
858,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEDAN, JEEP, MINIBUS",UMUM,390,UNIT,2014
859,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"BUS, MICROBUS",PRIBADI,5,UNIT,2014
860,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"BUS, MICROBUS",DINAS,6,UNIT,2014
861,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"BUS, MICROBUS",UMUM,49,UNIT,2014
862,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"TRUCK, PICK UP",PRIBADI,677,UNIT,2014
863,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"TRUCK, PICK UP",DINAS,6,UNIT,2014
864,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"TRUCK, PICK UP",UMUM,20,UNIT,2014
865,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,ALAT BERAT,PRIBADI,0,UNIT,2014
866,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,ALAT BERAT,DINAS,0,UNIT,2014
867,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,ALAT BERAT,UMUM,0,UNIT,2014
868,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEPEDA MOTOR, SCOOTER",PRIBADI,13631,UNIT,2014
869,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEPEDA MOTOR, SCOOTER",DINAS,114,UNIT,2014
870,32,JAWA BARAT,3272,KOTA SUKABUMI,KOTA SUKABUMI,"SEPEDA MOTOR, SCOOTER",UMUM,0,UNIT,2014
871,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"SEDAN, JEEP, MINIBUS",PRIBADI,9160,UNIT,2014
872,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"SEDAN, JEEP, MINIBUS",DINAS,26,UNIT,2014
873,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"SEDAN, JEEP, MINIBUS",UMUM,227,UNIT,2014
874,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"SEDAN, JEEP, MINIBUS",PRIBADI,11241,UNIT,2014
875,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"SEDAN, JEEP, MINIBUS",DINAS,269,UNIT,2014
876,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"SEDAN, JEEP, MINIBUS",UMUM,388,UNIT,2014
877,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"SEDAN, JEEP, MINIBUS",PRIBADI,9339,UNIT,2014
878,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"SEDAN, JEEP, MINIBUS",DINAS,26,UNIT,2014
879,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"SEDAN, JEEP, MINIBUS",UMUM,134,UNIT,2014
880,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"BUS, MICROBUS",PRIBADI,95,UNIT,2014
881,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"BUS, MICROBUS",DINAS,4,UNIT,2014
882,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"BUS, MICROBUS",UMUM,57,UNIT,2014
883,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"BUS, MICROBUS",PRIBADI,125,UNIT,2014
884,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"BUS, MICROBUS",DINAS,9,UNIT,2014
885,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG II KWLYN,"BUS, MICROBUS",UMUM,130,UNIT,2014
886,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"BUS, MICROBUS",PRIBADI,83,UNIT,2014
887,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"BUS, MICROBUS",DINAS,1,UNIT,2014
888,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG III SOETA,"BUS, MICROBUS",UMUM,122,UNIT,2014
889,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"TRUCK, PICK UP",PRIBADI,2320,UNIT,2014
890,32,JAWA BARAT,3273,KOTA BANDUNG,KOTA BANDUNG I PJJRN,"TRUCK, PICK UP",DINAS,12,UNIT,2014
